Fundamental Rank,Ticker,Short Name,Sector,Industry,Market Cap,Fundamental Score,Fundamental Grade,Fundamental Percentile,Value Score,Quality Score,Growth Score,Stability Score,Sector Fundamental Rank,Quality Value Signal,Forward PER,PBR,PSR,EV/EBITDA,FCF Yield,ROE,ROA,Operating Margin,Profit Margin,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Debt/Equity,Free Cash Flow,Operating Cash Flow,PBR Percentile,Forward PER Percentile,PSR Percentile,EV/EBITDA Percentile,FCF Yield Percentile,ROE Percentile,ROA Percentile,Operating Margin Percentile,Profit Margin Percentile,Data Quality,Failed Reason,Debt/Equity Raw,Growth CAGR Raw,Growth Earnings Raw,Growth Revenue Raw,Stability Debt Raw,Stability History Raw,Price,Daily Return,MA50,MA200,Price vs MA50,Price vs MA200,RSI14,Stoch K,Stoch D,Williams %R,Oscillator Identity Error,Momentum 3M,Momentum 6M,52W High,52W Drawdown,Sideways 31D Range,Volume,Volume 20D Avg,Volume Ratio,Trend Score,Momentum Score,RSI Score,Stochastic Score,Volume Score,Technical Score,Technical Data Quality,Technical Grade,Technical Failed Reason,Technical As Of,Stoch Bullish Cross,Stoch Bearish Cross,Williams Oversold Exit,Williams Overbought Exit,Oscillator Confirmation,Technical State,Trend State,RSI State,Stochastic State,Williams State,Drawdown State,Technical Rank,Fundamental Contribution,Technical Contribution,Combined Score,Combined Data Quality,Combined Missing Inputs,Combined Rank,Score Model
109,STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,195282829312.0,61.8,C+,78.53,7.68,27.46,17.65,9.0,28,,15.509631,89.87859,16.013351,43.721,0.0099535121589953,3.7152898,0.29354998,0.4307,0.26108998,0.1820341908356484,3.0,Yearly,0.485,1.488,1.7988,1943750016.0,3673999872.0,0.027027027027027,0.6025641025641025,0.1518987341772152,0.1153846153846153,0.2025316455696202,0.9866666666666668,0.9493670886075948,0.8734177215189873,0.7088607594936709,OK,,179.88,7.65,6.0,4.0,1.5,1.5,916.8300170898438,0.012043043961388777,849.0953759765625,634.2428341674805,0.07977271226495386,0.4455504543355113,58.629923568049165,89.15109916918702,88.28808714074432,-10.848900830812976,3.552713678800501e-15,0.019629853151810206,1.4240851510463783,1143.267740532915,-0.19806184974441865,0.28890519957449046,2797000.0,3753900.0,0.7450917712245931,30.0,16.0,15.0,10.0,4.0,83.33,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,CORRECTION,37,38.625,31.24875,69.87,OK,,23,F5_T3_v2
77,MDT,Medtronic plc.,Healthcare,Medical Devices,117846974464.0,64.4,C+,84.89,22.32,16.08,13.5,12.5,10,,14.381246,2.3477395,3.1390703,13.24,0.0459282047130825,0.106479995,0.05118,0.19332,0.13934,0.0520760364375545,3.0,Yearly,0.137,0.407,0.55365,5412499968.0,8034999808.0,0.7454545454545455,0.5932203389830508,0.5,0.6271186440677966,0.6,0.4545454545454545,0.4166666666666667,0.5833333333333334,0.6333333333333333,OK,,55.365,4.5,6.0,3.0,5.0,1.5,88.63999938964844,0.009682178667921093,88.74847930908203,87.37509498596191,-0.0012223298954316952,0.01447671563492725,44.01054566041501,22.321249375724296,11.457881936765068,-77.67875062427571,0.0,0.10356835780995732,0.03695137480006405,102.91875003286809,-0.13873808843052993,0.06394751769191309,13053500.0,9956765.0,1.3110181871320654,22.0,14.0,12.0,15.0,8.0,78.89,OK,B+,,2026-09-25,True,False,True,False,REDUNDANT_SAME_WINDOW,RECOVERY,UPTREND,BEARISH,BULLISH,BEARISH,CORRECTION,78,40.25,29.583750000000002,69.83,OK,,24,F5_T3_v2
24,DVA,DaVita Inc.,Healthcare,Medical Care Facilities,11801054208.0,71.05,B,95.43,30.61,20.44,12.5,7.5,4,,10.658317,-15.369054,0.84235203,9.303,0.0883361785842243,0.88475,0.07515,0.16061,0.060489997,0.0552643671356829,3.0,Yearly,0.052,0.558,12.419860000000002,1042460032.0,2193155072.0,,0.8813559322033898,0.8,0.864406779661017,0.9166666666666666,0.9454545454545454,0.6166666666666667,0.4666666666666667,0.35,OK,,1241.986,4.5,6.0,2.0,0.0,1.5,178.47000122070312,0.021755327712789985,195.29480072021485,168.64494995117187,-0.08615078044814639,0.058258793236179995,42.51131931800618,19.365353779025888,18.128222201468372,-80.63464622097412,1.4210854715202004e-14,-0.1777091469708132,0.13849200991723976,247.49000549316406,-0.27887996581893215,0.11529163756593963,519800.0,725220.0,0.7167480212900913,22.0,8.0,12.0,15.0,4.0,67.78,OK,B,,2026-09-25,True,False,False,False,REDUNDANT_SAME_WINDOW,RECOVERY,UPTREND,BEARISH,OVERSOLD,OVERSOLD,MAJOR_DRAWDOWN,168,44.40625,25.4175,69.82,OK,,25,F5_T3_v2
104,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,52359946240.0,62.3,C+,79.52,31.14,10.66,8.0,12.5,13,,9.382325,2.3871915,0.76676303,9.124,0.0538078278974184,0.20125,0.04019,0.07921,0.05784,0.0779919788422049,3.0,Yearly,0.187,-0.254,0.96649,2817374976.0,8134000128.0,0.835820895522388,0.943661971830986,0.9295774647887324,0.9428571428571428,0.8169014084507042,0.5294117647058824,0.1690140845070422,0.1830985915492957,0.2253521126760563,OK,,96.649,4.5,0.0,3.5,5.0,1.5,84.94000244140625,0.026341230653756043,84.04919982910157,75.16684162139893,0.010598585282381778,0.13001957524346808,58.58951272161778,93.82285936841431,76.0386011233904,-6.1771406315856865,0.0,-0.08015846721389353,0.27693141614895156,95.44433663676071,-0.1100571764182463,0.1954700293538918,7067200.0,6939195.0,1.018446664202404,30.0,13.0,15.0,10.0,6.0,82.22,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,BULLISH,OVERBOUGHT,CORRECTION,47,38.9375,30.8325,69.77,OK,,26,F5_T3_v2
18,WDC,Western Digital Corporation,Technology,Computer Hardware,159128338432.0,73.54,B,96.62,11.95,28.09,19.0,14.5,7,,13.901307,21.102556,12.317389,31.735,0.0142573604573235,1.30853,0.20758,0.43608,0.72947,0.2735046294980865,3.0,Yearly,0.438,9.841,0.13436,2268750080.0,3928999936.0,0.1756756756756756,0.7564102564102564,0.240506329113924,0.2564102564102564,0.2278481012658227,0.96,0.8987341772151899,0.8860759493670886,1.0,OK,,13.436,9.0,6.0,4.0,7.0,1.5,456.80999755859375,0.014434500755569513,473.8258294677734,393.0659620666504,-0.035911575205371915,0.1621713443636581,49.64308963364859,56.22949551543181,60.14485346358588,-43.77050448456819,0.0,-0.22080891889635257,0.6721265730138013,799.6132774415504,-0.4287113402866358,0.30070400963619437,5935300.0,6439590.0,0.921689113747925,22.0,10.0,12.0,7.0,6.0,63.33,OK,C+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BEARISH,BULLISH,DEEP_CRASH,199,45.962500000000006,23.74875,69.71,OK,,27,F5_T3_v2
134,CRM,"Salesforce, Inc.",Technology,Software - Application,195808165888.0,60.62,C+,73.56,23.58,13.04,13.5,10.5,34,,14.859358,5.1020756,4.4564652,17.581,0.0905573816882715,0.19381,0.05704,0.21375,0.2199,0.0982000611383049,3.0,Yearly,0.108,1.189,1.10417,17731874816.0,15749999616.0,0.6621621621621622,0.6794871794871795,0.5569620253164557,0.5384615384615384,0.9240506329113924,0.3466666666666667,0.2911392405063291,0.4430379746835443,0.6075949367088608,OK,,110.417,4.5,6.0,3.0,3.0,1.5,234.02000427246094,-0.01763074857996927,213.36504852294922,200.3556478881836,0.0968057134591569,0.16802299680149302,50.2982566648578,13.12785117971981,19.60532550577008,-86.8721488202802,1.4210854715202004e-14,0.48027852147956285,0.26925547284328144,267.7988593124239,-0.12613517147418207,0.38466767055422957,8735500.0,14614805.0,0.5977158094138102,30.0,20.0,15.0,7.0,4.0,84.44,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,NEUTRAL,OVERSOLD,OVERSOLD,CORRECTION,30,37.887499999999996,31.665,69.55,OK,,28,F5_T3_v2
38,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,128813588480.0,68.54,B-,92.64,24.4,25.94,10.7,7.5,6,,9.605719,5.7720823,2.6189075,8.6,0.0629931613873164,0.46598998,0.10719,0.34418,0.18871,0.0144917765631904,3.0,Yearly,0.057,1.531,2.01859,8114375168.0,12782000128.0,0.3272727272727272,0.9322033898305084,0.55,0.9152542372881356,0.7833333333333333,0.8909090909090909,0.8166666666666667,0.8833333333333333,0.7833333333333333,OK,,201.859,2.7,6.0,2.0,0.0,1.5,62.86000061035156,0.022113831062626987,64.35360000610352,58.413559894561764,-0.023209259398235704,0.07612000918649287,44.54549578884649,42.722150190879056,18.78008869819665,-57.277849809120944,0.0,0.10517355487634927,0.0806839805234687,68.63999938964844,-0.08420744217210108,0.11349132688205565,10672800.0,10628780.0,1.00414158539362,22.0,14.0,12.0,10.0,6.0,71.11,OK,B,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,BULLISH,BEARISH,NORMAL,137,42.837500000000006,26.666249999999998,69.5,OK,,29,F5_T3_v2
32,HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,15172826112.0,69.55,B-,93.84,28.98,19.57,8.5,12.5,2,,20.68985,2.34184,2.433883,11.142,0.1115398692048228,0.15558,0.0433,0.18215,0.16474001,0.0760599281050931,3.0,Yearly,0.036,0.084,0.8529800000000001,1692375040.0,1606000000.0,0.5357142857142857,0.9,0.935483870967742,1.0,0.935483870967742,0.8571428571428571,0.7741935483870968,0.2903225806451613,0.3870967741935484,OK,,85.298,4.5,3.0,1.0,5.0,1.5,22.420000076293945,0.009455245406475576,23.09759990692139,20.642096338272093,-0.02933637405436207,0.08612999905079777,50.54179605129238,78.76106642810726,64.6017211161655,-21.23893357189275,7.105427357601002e-15,-0.07105210042168231,0.21151480152173496,25.709999084472656,-0.12796573805269718,0.07255081973686339,6232600.0,8002840.0,0.7787985265230843,22.0,11.0,15.0,10.0,4.0,68.89,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BULLISH,BULLISH,CORRECTION,159,43.46875,25.833750000000002,69.3,OK,,30,F5_T3_v2
114,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,251475591168.0,61.49,C+,77.53,5.27,23.16,19.0,14.06,29,,38.639374,16.993948,23.857353,51.326,0.0154747129052387,0.31476,0.14119,0.45393002,0.38371,0.2714652572159763,3.0,Yearly,0.377,0.357,,3891512576.0,5306599936.0,0.2297297297297297,0.0769230769230769,0.050632911392405,0.0769230769230769,0.2658227848101265,0.56,0.7974683544303798,0.9113924050632912,0.8987341772151899,OK,,,9.0,6.0,4.0,0.0,1.5,206.5500030517578,0.004132261138192872,190.23300018310547,157.03909984588623,0.08577377664730457,0.3152775535166732,60.17533873640978,78.94941260438479,83.21485433303945,-21.050587395615207,3.552713678800501e-15,0.310596415307818,0.6854344994550787,214.88999938964844,-0.038810537305499104,0.12408164926126708,4377000.0,4770150.0,0.9175812081381088,30.0,20.0,15.0,3.0,6.0,82.22,OK,B+,,2026-09-25,False,True,False,True,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,BEARISH,BULLISH,NORMAL,47,38.43125,30.8325,69.26,OK,,31,F5_T3_v2
93,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,80785489920.0,63.38,C+,81.71,19.83,21.05,8.0,14.5,15,,12.942982,2.4822547,5.200325,15.542,0.0379436947282921,0.14043,0.06526,0.33106,0.27865,0.0562035885799758,3.0,Yearly,0.167,-0.045,0.08535,3065299968.0,4681299968.0,0.7090909090909091,0.711864406779661,0.35,0.423728813559322,0.4333333333333333,0.5454545454545454,0.5666666666666667,0.8333333333333334,0.95,OK,,8.535,4.5,0.0,3.5,7.0,1.5,788.0399780273438,-0.010024925640193638,776.4077795410157,734.112325744629,0.01498207358664616,0.0734596742099578,48.07144731481251,35.79453380237375,36.15704138067445,-64.20546619762625,0.0,0.24657943062601007,0.04414858149819634,859.3400268554688,-0.08297070612319668,0.10065758796526181,592100.0,696515.0,0.8500893735239011,30.0,16.0,12.0,7.0,6.0,78.89,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,NEUTRAL,BEARISH,BEARISH,NORMAL,78,39.612500000000004,29.583750000000002,69.2,OK,,32,F5_T3_v2
25,TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,22218979328.0,71.02,B,95.23,24.58,20.24,11.7,14.5,4,,10.091841,2.0194266,2.9266305,6.952,0.091089352851123,0.19399999,0.10659,0.28688,0.29262,0.0407704351692572,3.0,Yearly,0.107,0.286,0.03702,2023912448.0,1932199936.0,0.5555555555555556,0.765625,0.59375,0.8648648648648649,0.7,0.6349206349206349,0.875,0.421875,0.703125,OK,,3.702,2.7,6.0,3.0,7.0,1.5,105.51000213623047,0.01189225599966992,110.14939651489257,101.42283176422119,-0.042119108460433985,0.040298326332583345,44.310483190106794,54.60335132841172,42.52476544631008,-45.39664867158828,0.0,-0.03126357856491546,0.19809770658845105,120.50095088414261,-0.12440523197468711,0.08870243894007146,1021300.0,1506570.0,0.677897475723,22.0,11.0,12.0,10.0,4.0,65.56,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,BULLISH,BULLISH,CORRECTION,184,44.387499999999996,24.585,68.97,OK,,33,F5_T3_v2
221,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,16511163392.0,56.3,C,56.26,22.04,11.76,10.0,12.5,47,,15.614203,4.782093,2.8238692,16.22,0.0349309132437904,0.15286,0.07315,0.21259001,0.092180006,-0.0227110450052058,3.0,Yearly,0.204,1.215,0.8623000000000001,576750016.0,979000000.0,0.6891891891891891,0.5897435897435898,0.7974683544303798,0.6153846153846154,0.5189873417721519,0.3066666666666666,0.4177215189873418,0.430379746835443,0.189873417721519,OK,,86.23,0.0,6.0,4.0,5.0,1.5,370.0400085449219,0.01353054603895476,339.7105987548828,264.5348996734619,0.08928013992263795,0.39883247541891054,61.855766387249254,87.28595534489052,83.86092412653942,-12.714044655109475,0.0,0.4711565631963077,0.8101947552073547,386.2300109863281,-0.04191803324672083,0.11269714822806098,552300.0,572160.0,0.9652894295302014,30.0,20.0,15.0,10.0,6.0,90.0,OK,A,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NORMAL,3,35.1875,33.75,68.94,OK,,34,F5_T3_v2
199,NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,38849716224.0,57.25,C,60.64,13.52,22.04,12.7,9.0,43,,17.785366,25.92947,5.2563543,18.047,0.0301514422717035,1.14818,0.116560005,0.26667,0.19184999,0.0286683341119526,3.0,Yearly,0.299,0.635,1.69498,1171374976.0,1896999936.0,0.1351351351351351,0.4871794871794871,0.4936708860759494,0.5256410256410257,0.430379746835443,0.92,0.7215189873417721,0.5443037974683544,0.4936708860759494,OK,,169.498,2.7,6.0,4.0,1.5,1.5,201.14999389648438,0.019823505852902823,187.4690005493164,135.85542659759523,0.07297736322848203,0.4806180285480397,60.170758682500924,87.26933230857371,82.51397666537378,-12.730667691426294,3.552713678800501e-15,0.32345646043304144,0.9415450939540375,209.05999755859375,-0.03783604589343981,0.14554404456913494,1425900.0,2551035.0,0.5589496028082719,30.0,20.0,15.0,10.0,4.0,87.78,OK,A,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NORMAL,11,35.78125,32.917500000000004,68.7,OK,,35,F5_T3_v2
137,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,124613926912.0,60.58,C+,72.96,4.02,25.42,17.65,13.5,35,,44.957737,80.34058,16.55471,46.654,0.0181808527517146,1.17442,0.14166,0.33595002,0.28173,0.1546194776009137,3.0,Yearly,0.256,0.439,0.36194,2265587456.0,3396100096.0,0.0405405405405405,0.0641025641025641,0.1265822784810126,0.1025641025641025,0.3164556962025316,0.9466666666666668,0.810126582278481,0.7341772151898734,0.7848101265822784,OK,,36.194,7.65,6.0,4.0,6.0,1.5,173.4600067138672,-0.029159856206813717,161.5647998046875,116.17764980316161,0.07362499086162066,0.4930583206645889,57.581921850328236,73.0677912210774,87.21479895449896,-26.932208778922604,3.552713678800501e-15,0.14608523104537885,1.1406887489449913,181.3699951171875,-0.04361244205917014,0.18535720837916925,2507400.0,4510035.0,0.555960208734522,30.0,18.0,15.0,7.0,4.0,82.22,OK,B+,,2026-09-25,False,False,False,True,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,BEARISH,BULLISH,NORMAL,47,37.8625,30.8325,68.69,OK,,36,F5_T3_v2
139,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,1027672309760.0,60.5,C+,72.56,2.8,29.7,19.0,9.0,22,,24.352015,30.338669,12.899759,25.742,0.0107679266307995,1.02286,0.20357001,0.54222,0.33528998,0.3168737488062043,3.0,Yearly,0.477,0.262,1.62071,11065900032.0,28082999296.0,0.0363636363636363,0.1694915254237288,0.0333333333333333,0.0847457627118644,0.05,1.0,0.9666666666666668,1.0,0.9833333333333332,OK,,162.071,9.0,6.0,4.0,1.5,1.5,1183.4599609375,0.001328335352363208,1176.7350805664062,1067.4961059570312,0.005714863508494039,0.10863164215152321,55.75704261437628,83.0413276627219,71.36633689300437,-16.958672337278106,3.552713678800501e-15,-0.01900815733909067,0.323518313743157,1292.6500244140625,-0.08446993495092114,0.14756656973544535,1923200.0,2343670.0,0.8205933429194383,30.0,13.0,15.0,10.0,6.0,82.22,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,BULLISH,OVERBOUGHT,NORMAL,47,37.8125,30.8325,68.64,OK,,37,F5_T3_v2
133,HPE,Hewlett Packard Enterprise Comp,Technology,Communication Equipment,80656760832.0,60.73,C+,73.76,27.27,6.46,14.5,12.5,33,,13.216424,3.043478,1.9263157,13.763,0.0587504999595766,0.10936,0.02641,0.12560001,0.06666,0.0637017068576195,3.0,Yearly,0.337,4.102,0.76464,4738625024.0,6694000128.0,0.8108108108108109,0.782051282051282,0.8607594936708861,0.7307692307692307,0.7468354430379747,0.2,0.1012658227848101,0.1772151898734177,0.1265822784810126,OK,,76.464,4.5,6.0,4.0,5.0,1.5,62.939998626708984,-0.009131011128382327,53.83076728820801,35.71299151420593,0.16921979376088903,0.7623838261119258,61.45231029275281,80.61610246975656,86.12100788932052,-19.38389753024344,3.552713678800501e-15,0.4435872208570788,1.524284275714225,65.6500015258789,-0.04127955576819986,0.2518314121263867,15495500.0,28169745.0,0.5500759769035893,30.0,20.0,15.0,4.0,4.0,81.11,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NORMAL,60,37.95625,30.416249999999998,68.37,OK,,38,F5_T3_v2
163,FCX,"Freeport-McMoRan, Inc.",Basic Materials,Copper,102732693504.0,58.65,C,67.79,12.64,23.82,8.7,13.5,6,,17.270016,5.1089053,3.97142,12.678,0.0210181379106538,0.14755,0.07585,0.33404,0.113850005,0.0439166661100747,3.0,Yearly,-0.073,0.281,0.32149,2159249920.0,5900000256.0,0.1818181818181818,0.4090909090909091,0.2727272727272727,0.5,0.4545454545454545,0.6818181818181818,0.8181818181818182,0.9090909090909092,0.7272727272727273,OK,,32.149,2.7,6.0,0.0,6.0,1.5,72.30999755859375,0.0031908396461772792,69.61880027770997,62.83311424255371,0.0386561858312493,0.15082625507716463,51.524151526452954,45.57176847832576,45.686439026822285,-54.42823152167424,0.0,0.16069666175053055,0.30118420632640674,80.23999786376953,-0.09882852089103045,0.20491562168004274,7544200.0,11764990.0,0.6412415140174365,30.0,20.0,15.0,7.0,4.0,84.44,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,NEUTRAL,BEARISH,BEARISH,NORMAL,30,36.65625,31.665,68.32,OK,,39,F5_T3_v2
179,VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,23036033024.0,57.85,C,64.61,15.6,23.05,8.7,10.5,18,,19.809307,7.4507174,4.044247,17.634,0.0350374993454428,0.34312,0.10307,0.21370001,0.17346,0.0415741282156441,3.0,Yearly,0.075,0.101,1.15978,807124992.0,1103000064.0,0.3432835820895522,0.4929577464788732,0.3380281690140845,0.4571428571428571,0.5915492957746479,0.75,0.8028169014084507,0.6901408450704225,0.7746478873239436,OK,,115.978,2.7,4.0,2.0,3.0,1.5,97.13999938964844,0.009771335459729746,96.22439956665039,92.91584617614745,0.009515256287609741,0.04546214006912175,55.429691346559686,90.65525944865112,69.29284868918403,-9.34474055134887,7.105427357601002e-15,0.08405616748517919,0.12779778545724652,107.4403583534407,-0.09587048220658134,0.07116106734130812,1850500.0,1783675.0,1.0374647847842235,30.0,16.0,15.0,10.0,6.0,85.56,OK,A,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,BULLISH,OVERBOUGHT,NORMAL,21,36.15625,32.085,68.24,OK,,40,F5_T3_v2
60,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,4212111966208.0,65.82,B-,88.27,7.66,27.36,16.3,14.5,4,,23.142925,6.766937,9.447036,23.726,0.0053809113199819,0.48676,0.12958999,0.34033,0.54771,0.1251174560921597,3.0,Yearly,0.242,2.94,0.18859,22665000960.0,185675005952.0,0.3157894736842105,0.2,0.1,0.25,0.1,0.9210526315789472,0.825,0.925,0.975,OK,,18.859,6.3,6.0,4.0,7.0,1.5,341.0799865722656,0.006105945980980687,341.8473931884766,336.3963111877441,-0.0022448807026235196,0.013923087824549762,50.00310265789724,44.97810464106981,37.04996204922912,-55.02189535893019,0.0,0.019753819500297753,0.2164523786460073,403.9644697672297,-0.15566835180133298,0.06848769687545664,13835100.0,17563465.0,0.7877204184937312,22.0,14.0,15.0,10.0,4.0,72.22,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BULLISH,BEARISH,CORRECTION,132,41.137499999999996,27.0825,68.22,OK,,41,F5_T3_v2
70,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,53471002624.0,65.08,B-,86.28,25.0,16.58,10.0,13.5,4,,9.067185,1.3389341,2.8470798,7.218,0.0146364381738509,0.11522,0.05909,0.41077,0.17464,-0.0357078546884069,3.0,Yearly,0.642,0.44,0.28488,782625024.0,8552999936.0,0.9473684210526316,1.0,0.3684210526315789,0.6842105263157895,0.1578947368421052,0.2631578947368421,0.4736842105263157,0.8421052631578947,0.6842105263157895,OK,,28.488,0.0,6.0,4.0,6.0,1.5,47.04999923706055,-0.03783235646402383,46.43568725585938,43.82312805175781,0.013229307403513246,0.07363397659545434,46.73659494619988,11.045317402394156,29.71727097393917,-88.95468259760584,0.0,0.12188380516935893,-0.07124568119970309,52.00096027535771,-0.09520903098867073,0.16383049058381927,10757700.0,13291140.0,0.8093888108920679,30.0,11.0,12.0,7.0,6.0,73.33,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BEARISH,OVERSOLD,NORMAL,116,40.675,27.49875,68.17,OK,,42,F5_T3_v2
154,VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,Biotechnology,128762519552.0,59.01,C,69.38,5.98,26.24,12.3,14.5,24,,25.249094,6.3605313,10.229639,24.109,0.0204087930644968,0.23542999,0.11926,0.38055,0.34997,0.1035218340064798,3.0,Yearly,0.125,0.08,0.0976699999999999,2627887616.0,4292900096.0,0.2909090909090909,0.1525423728813559,0.0666666666666666,0.1186440677966101,0.1166666666666666,0.7636363636363637,0.8666666666666667,0.9333333333333332,1.0,OK,,9.767,6.3,3.0,3.0,7.0,1.5,526.1900024414062,0.007293536358552677,514.3066015625,471.8513999938965,0.023105674402785548,0.11516041374087815,53.29210405710978,74.0806116805413,46.044260884358984,-25.91938831945871,7.105427357601002e-15,0.07092849424688308,0.15967297079018294,560.25,-0.060794283906459134,0.10323286598646808,756200.0,1038240.0,0.7283479734936046,30.0,16.0,15.0,10.0,4.0,83.33,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,NEUTRAL,BULLISH,BULLISH,NORMAL,37,36.88125,31.24875,68.13,OK,,43,F5_T3_v2
142,PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,426879287296.0,60.29,C+,71.97,1.74,25.05,19.0,14.5,36,,76.47041,43.667652,69.34428,156.91,0.0050578807083297,0.38097,0.17292999,0.47120997,0.49005002,0.3291712528765784,3.0,Yearly,0.928,2.154,0.02139,2159104512.0,3400291072.0,0.081081081081081,0.0256410256410256,0.0126582278481012,0.0384615384615384,0.0632911392405063,0.6666666666666666,0.8607594936708861,0.9367088607594936,0.9493670886075948,OK,,2.139,9.0,6.0,4.0,7.0,1.5,189.6699981689453,-0.015161733342692996,163.92679931640626,152.02362468719483,0.15704081919424517,0.24763502093317413,63.69582459518597,83.37206693612222,89.86517370166207,-16.62793306387778,3.552713678800501e-15,0.6795359749968264,0.28537544935666137,207.52000427246094,-0.08601583334626217,0.16115998811753784,17779900.0,26360900.0,0.6744800063730753,30.0,20.0,15.0,4.0,4.0,81.11,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NORMAL,60,37.68125,30.416249999999998,68.1,OK,,44,F5_T3_v2
