Fundamental Rank,Ticker,Short Name,Sector,Industry,Market Cap,Fundamental Score,Fundamental Grade,Fundamental Percentile,Value Score,Quality Score,Growth Score,Stability Score,Sector Fundamental Rank,Quality Value Signal,Forward PER,PBR,PSR,EV/EBITDA,FCF Yield,ROE,ROA,Operating Margin,Profit Margin,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Debt/Equity,Free Cash Flow,Operating Cash Flow,PBR Percentile,Forward PER Percentile,PSR Percentile,EV/EBITDA Percentile,FCF Yield Percentile,ROE Percentile,ROA Percentile,Operating Margin Percentile,Profit Margin Percentile,Data Quality,Failed Reason,Debt/Equity Raw,Growth CAGR Raw,Growth Earnings Raw,Growth Revenue Raw,Stability Debt Raw,Stability History Raw,Price,Daily Return,MA50,MA200,Price vs MA50,Price vs MA200,RSI14,Stoch K,Stoch D,Williams %R,Oscillator Identity Error,Momentum 3M,Momentum 6M,52W High,52W Drawdown,Sideways 31D Range,Volume,Volume 20D Avg,Volume Ratio,Trend Score,Momentum Score,RSI Score,Stochastic Score,Volume Score,Technical Score,Technical Data Quality,Technical Grade,Technical Failed Reason,Technical As Of,Stoch Bullish Cross,Stoch Bearish Cross,Williams Oversold Exit,Williams Overbought Exit,Oscillator Confirmation,Technical State,Trend State,RSI State,Stochastic State,Williams State,Drawdown State,Technical Rank,Fundamental Contribution,Technical Contribution,Combined Score,Combined Data Quality,Combined Missing Inputs,Combined Rank,Score Model
9,BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,130102091776.0,76.5,B+,98.41,18.07,28.72,15.65,14.06,1,,13.5680275,-11.802334,4.6068516,12.472,0.0593831743558883,,0.2038,0.34412,0.25527,0.1634869878187224,3.0,Yearly,0.081,1.3,,7725875200.0,9859000320.0,,0.6,0.109090909090909,0.4727272727272727,0.6666666666666666,,0.9636363636363636,0.9454545454545454,0.9454545454545454,PARTIAL,,,7.65,6.0,2.0,0.0,1.5,163.9499969482422,0.04154750736281865,190.8765185546875,183.0678035736084,-0.14106775317536324,-0.10443019609223236,33.84911907578089,23.72300700034536,9.992850713068856,-76.27699299965464,0.0,-0.09431313425569088,-0.02249352771816049,222.9545362694913,-0.2646483014363462,0.3679599869316639,8914300.0,8526715.0,1.0454553717346011,10.0,6.0,10.0,12.0,6.0,48.89,OK,C,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BEARISH,BULLISH,BEARISH,MAJOR_DRAWDOWN,307,47.8125,18.333750000000002,66.15,OK,,66,F5_T3_v2
220,IVZ,Invesco Ltd,Financial Services,Asset Management,13478988800.0,56.41,C,56.46,24.43,7.91,9.57,14.5,36,,9.338963,1.3531003,1.9527692,12.248,0.0846344983979807,-0.0057300003,0.02915,0.19950001,-0.00934,0.0177683488518249,3.0,Yearly,0.205,,0.1205599999999999,1140787456.0,2008800000.0,0.8095238095238095,0.859375,0.75,0.4324324324324324,0.625,0.0158730158730158,0.546875,0.265625,0.015625,OK,,12.056,2.7,0.0,4.0,7.0,1.5,30.920000076293945,0.007822678250680282,31.267751731872558,27.416160364151,-0.011121735216546913,0.12780198487329097,46.56638109916415,36.756784621610265,32.534454896876014,-63.243215378389735,0.0,0.18986264857607926,0.3016608938582923,33.65999984741211,-0.08140225144204283,0.10738036761228176,7375300.0,4239810.0,1.7395354980529787,22.0,20.0,12.0,10.0,10.0,82.22,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BULLISH,BEARISH,NORMAL,47,35.256249999999994,30.8325,66.09,OK,,67,F5_T3_v2
154,CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,26116763648.0,59.01,C,69.38,24.33,18.68,8.5,7.5,38,,12.648173,7.3731627,5.2020226,12.163,0.0745182633740699,0.29215,0.06316,0.4692,0.22723,0.097332408585459,3.0,Yearly,0.215,-0.07,2.75291,1946175872.0,1847283968.0,0.5,0.7948717948717948,0.5063291139240507,0.7948717948717948,0.8481012658227848,0.5466666666666666,0.3164556962025316,0.9240506329113924,0.6329113924050633,OK,,275.291,4.5,0.0,4.0,0.0,1.5,398.1099853515625,-0.005520638319898796,398.9497985839844,344.7043994140625,-0.0021050599233354284,0.15493154722794422,46.36348289578849,35.50458855885829,30.6939890818601,-64.49541144114171,0.0,0.19739524842572598,0.3577640494988241,427.4599914550781,-0.06866141086937261,0.08217324602176457,432700.0,436665.0,0.9909198126710407,22.0,20.0,12.0,10.0,6.0,77.78,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BULLISH,BEARISH,NORMAL,87,36.88125,29.1675,66.05,OK,,68,F5_T3_v2
96,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,113623719936.0,62.99,C+,81.11,30.54,7.45,12.5,12.5,16,,10.416923,1.4245169,0.27535465,10.562,0.0710767105719554,0.06205,0.029679999,0.03861,0.011849999,0.0763108477649228,3.0,Yearly,0.071,1.888,0.95503,8076000256.0,14780000256.0,0.9454545454545454,0.9152542372881356,0.9,0.7457627118644068,0.85,0.2363636363636363,0.1666666666666666,0.15,0.2166666666666666,OK,,95.503,4.5,6.0,2.0,5.0,1.5,89.12999725341797,0.04797171140813772,97.01622268676758,86.70655796051025,-0.08128769823178494,0.027949896177535294,40.09881845614919,34.34715208016975,13.319856654108905,-65.65284791983025,0.0,-0.14048494305985804,0.27098834765216684,110.0,-0.18972729769620034,0.14756019955373656,15767300.0,7591855.0,2.0768705408625427,22.0,10.0,12.0,10.0,10.0,71.11,OK,B,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,BULLISH,BEARISH,CORRECTION,137,39.36875,26.666249999999998,66.04,OK,,69,F5_T3_v2
310,DELL,Dell Technologies Inc.,Technology,Computer Hardware,361179774976.0,52.9,C,38.57,15.23,10.9,12.7,14.06,60,,19.529371,-256.80832,2.3888023,21.714,0.0167046320143505,,0.08643,0.12020001,0.07525,0.0353498388848534,3.0,Yearly,0.577,2.729,,6033375232.0,12152000512.0,,0.4102564102564102,0.8481012658227848,0.4230769230769231,0.2784810126582278,,0.5063291139240507,0.1518987341772152,0.1645569620253164,PARTIAL,,,2.7,6.0,4.0,0.0,1.5,562.8900146484375,0.05012871560410259,475.69612365722656,282.365495300293,0.18329745956483867,0.9934801667243705,58.692247463160925,63.455084530194824,52.610336411336824,-36.544915469805176,0.0,0.41134994458596785,2.216725568006479,595.510009765625,-0.0547765689614953,0.384470645680147,8703900.0,11286575.0,0.7711728314391213,30.0,20.0,15.0,10.0,4.0,87.78,OK,A,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,BULLISH,BULLISH,NORMAL,11,33.0625,32.917500000000004,65.98,OK,,70,F5_T3_v2
113,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,63108280320.0,61.54,C+,77.73,15.14,22.1,15.3,9.0,14,,17.694668,6.8522243,3.7493038,16.709,0.0270368638687063,0.28895,0.08768,0.25986,0.15673,0.1140989591195884,3.0,Yearly,0.118,0.255,1.66793,1706249984.0,5742000128.0,0.3582089552238806,0.5774647887323944,0.4084507042253521,0.4714285714285714,0.323943661971831,0.6617647058823529,0.676056338028169,0.8309859154929577,0.7323943661971831,OK,,166.793,6.3,6.0,3.0,1.5,1.5,1047.06005859375,0.024851543167855317,1065.6297045898436,939.5939495849609,-0.01742598382544247,0.11437505430538297,53.28048682630726,88.77719955630853,73.63249007033018,-11.222800443691469,0.0,-0.06489767039762084,0.4160670439426535,1177.1487315241613,-0.11051167065522272,0.188810125923085,377000.0,434810.0,0.8670453761413031,22.0,13.0,15.0,10.0,6.0,73.33,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BULLISH,OVERBOUGHT,CORRECTION,116,38.4625,27.49875,65.96,OK,,71,F5_T3_v2
138,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,33527404544.0,60.56,C+,72.76,17.98,21.58,13.5,7.5,11,,11.417905,27.727049,2.1355035,11.541,0.1024348576548138,0.89489,0.061079998,0.1898,0.12968001,0.0808796250697421,3.0,Yearly,0.14,1.887,2.30271,3434374912.0,5216000000.0,0.0681818181818181,0.7818181818181819,0.4,0.5636363636363636,0.8888888888888888,0.9090909090909092,0.3272727272727272,0.7454545454545455,0.7454545454545455,OK,,230.271,4.5,6.0,3.0,0.0,1.5,264.1700134277344,0.009245514528116061,297.6856481933594,259.54219429016115,-0.11258733825103717,0.017830700515691245,35.690219117018216,19.175033569335938,10.952429161450617,-80.82496643066406,0.0,0.00666225997013159,0.1386038667286018,341.5076975794428,-0.2264595635760679,0.3072954138928725,2063500.0,2355370.0,0.8760831631548335,22.0,14.0,10.0,15.0,6.0,74.44,OK,B,,2026-09-25,True,False,False,False,REDUNDANT_SAME_WINDOW,RECOVERY,UPTREND,BEARISH,OVERSOLD,OVERSOLD,MAJOR_DRAWDOWN,111,37.85,27.915,65.76,OK,,72,F5_T3_v2
21,UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,10413493248.0,72.36,B,96.02,31.82,17.54,10.5,12.5,2,,7.362268,1.3859127,0.574871,5.808,0.0478530095648456,0.20948,0.08321,0.1114,0.08424,0.0902565649982611,3.0,Yearly,0.083,0.101,0.6873999999999999,498316992.0,1800301952.0,0.9636363636363636,0.9830508474576272,0.85,0.9830508474576272,0.65,0.7090909090909091,0.6666666666666666,0.2833333333333333,0.45,OK,,68.74,4.5,4.0,2.0,5.0,1.5,178.86000061035156,0.010565540760208103,169.9603137207031,181.59628868103027,0.05236332350076367,-0.015067973528274825,56.50322571514397,60.13290187397556,62.75054842525376,-39.86709812602444,0.0,0.22911839059283334,-0.031188541516604107,245.2618562472139,-0.2707386164847908,0.08298999009258301,643800.0,786730.0,0.8183239484956719,8.0,13.0,15.0,7.0,6.0,54.44,OK,C,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BULLISH,BEARISH,BULLISH,MAJOR_DRAWDOWN,257,45.225,20.415,65.64,OK,,73,F5_T3_v2
124,MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",8541102080.0,60.92,C+,75.55,31.0,8.42,8.0,13.5,9,,12.535018,0.8931847,0.76412666,6.072,0.1132055276875932,0.055120002,0.03698,0.097849995,0.04152,-0.0277935816219486,3.0,Yearly,0.068,0.376,0.27604,966899968.0,1272800000.0,0.9772727272727272,0.7090909090909091,0.7636363636363637,0.9636363636363636,0.925925925925926,0.2272727272727272,0.1818181818181818,0.2545454545454545,0.2727272727272727,OK,,27.604,0.0,6.0,2.0,6.0,1.5,125.16000366210938,0.04762703928406942,126.90300018310546,114.84975002288819,-0.013734872449675417,0.08977166808953863,48.54843684808379,51.75285660275746,27.676987117650103,-48.24714339724254,0.0,0.045090192297560616,0.26962874150283755,140.3000030517578,-0.10791161126392257,0.19467903226719363,1059500.0,1102540.0,0.9609628675603606,22.0,16.0,12.0,10.0,6.0,73.33,OK,B,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BULLISH,BULLISH,CORRECTION,116,38.075,27.49875,65.57,OK,,74,F5_T3_v2
97,TEL,TE Connectivity plc,Technology,Electronic Components,59559612416.0,62.87,C+,80.82,23.64,15.03,10.7,13.5,24,,15.907826,4.496443,3.0824766,12.967,0.0392359001881655,0.23290001,0.09691,0.20775,0.15609,0.0196943477791231,3.0,Yearly,0.138,0.192,0.43441,2336875008.0,4417999872.0,0.7162162162162162,0.5769230769230769,0.7721518987341772,0.7564102564102564,0.5822784810126582,0.4533333333333333,0.5569620253164557,0.4177215189873418,0.4177215189873418,OK,,43.441,2.7,5.0,3.0,6.0,1.5,218.58999633789062,0.023026153466127575,207.6196176147461,213.51851264953612,0.05283883502521869,0.023751962419664707,62.76834526219815,94.58329227238193,91.61470200107634,-5.416707727618073,1.7763568394002505e-15,0.10975781034241683,0.084113027952615,250.60896626700486,-0.12776466223878213,0.09426312749728427,1370500.0,1983390.0,0.690988660828178,20.0,14.0,15.0,10.0,4.0,70.0,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,NEUTRAL,BULLISH,OVERBOUGHT,OVERBOUGHT,CORRECTION,152,39.293749999999996,26.25,65.54,OK,,75,F5_T3_v2
283,VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,19468615680.0,54.1,C,43.94,33.7,6.47,1.43,12.5,38,,6.370696,1.3465205,1.3210435,7.357,0.1375206971058766,-0.02754,0.02668,0.12550999,-0.02787,-0.0419677770408767,3.0,Yearly,0.049,,0.95535,2677337600.0,2330800128.0,0.9818181818181818,1.0,0.75,0.9661016949152542,0.9833333333333332,0.109090909090909,0.1,0.3166666666666666,0.1166666666666666,OK,,95.535,0.0,0.0,1.0,5.0,1.5,17.829999923706055,0.02353615646477869,16.82115705490112,14.971822891235352,0.05997464178666534,0.19090374320042924,68.82035375009572,91.80329919213881,82.09536409523292,-8.196700807861195,3.552713678800501e-15,0.10004437572672464,0.35345174132457813,18.25310124871083,-0.02317969528792585,0.11993286672134507,10151400.0,8361020.0,1.2141341606646079,30.0,18.0,10.0,10.0,8.0,84.44,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NEAR_52W_HIGH,30,33.8125,31.665,65.48,OK,,76,F5_T3_v2
30,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,54130307072.0,69.99,B-,94.23,28.05,10.79,17.65,13.5,3,,10.303807,1.4244577,3.3315058,6.122,0.0930255212722544,0.034930002,0.01308,0.48466998,0.09029,0.1599344500427681,3.0,Yearly,0.525,1.795,0.28678,5035500032.0,10142999552.0,0.8947368421052632,0.7894736842105263,0.2631578947368421,0.7894736842105263,0.9473684210526316,0.0526315789473684,0.0526315789473684,0.9473684210526316,0.3157894736842105,OK,,28.678,7.65,6.0,4.0,6.0,1.5,186.6699981689453,-0.012380278323356086,198.75065979003907,182.33006652832032,-0.060783001343773235,0.02380261096406122,38.961894871271305,10.604038048657099,12.080539089207422,-89.3959619513429,0.0,0.04328840043987703,-0.06656932243670055,216.89999389648438,-0.13937296716553316,0.1465040584243733,1733300.0,3368125.0,0.514618667656337,22.0,9.0,10.0,7.0,4.0,57.78,OK,C+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,OVERSOLD,OVERSOLD,CORRECTION,236,43.74375,21.6675,65.41,OK,,77,F5_T3_v2
108,GL,Globe Life Inc.,Financial Services,Insurance - Life,13327230976.0,61.94,C+,78.73,22.21,17.53,9.7,12.5,17,,10.498697,2.1707346,2.1523452,9.7,0.0873027084242229,0.20944999,0.03358,0.24642,0.19577,0.0467339101878025,3.0,Yearly,0.08,0.197,0.55675,1163503360.0,1391577984.0,0.5079365079365079,0.6875,0.703125,0.7027027027027027,0.65,0.7301587301587301,0.5859375,0.375,0.375,OK,,55.675,2.7,5.0,2.0,5.0,1.5,167.0399932861328,-0.0016735239411228564,176.14219940185546,156.33285278320312,-0.05167532906158756,0.0684893821887711,34.86855685905269,9.734419003122277,7.3991939613134035,-90.26558099687773,0.0,-0.06672259840641426,0.20850251279802623,191.5500030517578,-0.12795619616357967,0.08357284048709368,594800.0,415090.0,1.4329422534871956,22.0,11.0,10.0,15.0,6.0,71.11,OK,B,,2026-09-25,True,False,False,False,REDUNDANT_SAME_WINDOW,RECOVERY,UPTREND,BEARISH,OVERSOLD,OVERSOLD,CORRECTION,137,38.7125,26.666249999999998,65.38,OK,,78,F5_T3_v2
68,EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,14372774912.0,65.13,B-,86.58,33.51,10.82,6.3,14.5,13,,6.2734346,0.9401617,0.8542511,,0.143648323767752,0.12572,0.02489,0.19132,0.11376,0.1283614018245091,3.0,Yearly,-0.113,-0.115,0.2326,2064625024.0,2000000000.0,0.984126984126984,1.0,0.96875,,0.85,0.3492063492063492,0.46875,0.203125,0.15625,OK,,23.26,6.3,0.0,0.0,7.0,1.5,370.42999267578125,-0.0041133423337054165,373.4435223388672,343.4651788330078,-0.008069572727389285,0.07850814436092701,46.946337577670555,40.90900640526035,44.32656723470353,-59.09099359473965,0.0,0.04760389064027759,0.15678982472869896,398.901062709031,-0.07137376330836531,0.06133051417918289,282200.0,427925.0,0.6594613542092657,22.0,14.0,12.0,7.0,4.0,65.56,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BEARISH,BEARISH,NORMAL,184,40.70625,24.585,65.29,OK,,79,F5_T3_v2
22,CI,The Cigna Group,Healthcare,Healthcare Plans,72740118528.0,71.66,B,95.83,32.6,12.91,13.65,12.5,3,,8.229224,1.7032229,0.25759473,7.654,0.1097073436982123,0.16758,0.04462,0.03985,0.022720002,0.1514950529756025,3.0,Yearly,0.067,0.102,0.7429000000000001,7980125184.0,10277000192.0,0.8727272727272727,0.9661016949152542,0.9166666666666666,0.9491525423728814,0.9666666666666668,0.6363636363636364,0.35,0.1666666666666666,0.2333333333333333,OK,,74.29,7.65,4.0,2.0,5.0,1.5,272.010009765625,0.024519810793314445,279.2388635253906,277.07329391479493,-0.02588770656240802,-0.018274168822372983,44.536398723395415,30.353209062308423,13.993563479061896,-69.64679093769158,0.0,-0.032779413705213645,0.011119998538887232,308.47857280319613,-0.11822073314906523,0.09246699733698205,1821800.0,1504180.0,1.2111582390405404,10.0,9.0,12.0,10.0,8.0,54.44,OK,C,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BEARISH,BULLISH,BEARISH,CORRECTION,257,44.787499999999994,20.415,65.2,OK,,80,F5_T3_v2
276,IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,16492615680.0,54.33,C,45.33,16.46,15.68,8.7,13.5,41,,23.241608,4.1305714,4.6000657,18.348,0.0336885604309431,0.12955,0.0684,0.2217,0.1449,0.0280759997006556,3.0,Yearly,0.064,0.109,0.4706,555612480.0,716700032.0,0.6567164179104478,0.3380281690140845,0.2957746478873239,0.3857142857142857,0.5352112676056338,0.2647058823529412,0.4647887323943662,0.7323943661971831,0.6619718309859155,OK,,47.06,2.7,4.0,2.0,6.0,1.5,230.0800018310547,0.006914668844878236,229.02680145263673,208.63797805786132,0.004598590085255871,0.1027714319933013,56.17697440438303,86.1539050791419,86.13841702995735,-13.8460949208581,7.105427357601002e-15,0.016034500580234035,0.22097376851762185,243.8000030517578,-0.056275640069579524,0.08547815452854812,464200.0,557365.0,0.832847415966198,30.0,14.0,15.0,10.0,6.0,83.33,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NORMAL,37,33.95625,31.24875,65.2,OK,,80,F5_T3_v2
91,USB,U.S. Bancorp,Financial Services,Banks - Regional,93576568832.0,63.58,C+,82.11,23.47,14.11,12.5,13.5,15,,10.380533,1.5435225,3.4250784,,,0.12623,0.0116,0.39646998,0.29896,0.0567573526022637,3.0,Yearly,0.104,0.216,,,12524999680.0,0.7142857142857143,0.703125,0.4375,,,0.3888888888888889,0.21875,0.6875,0.734375,PARTIAL,,,4.5,5.0,3.0,0.0,1.5,59.33000183105469,0.01592466234377876,62.69560012817383,56.974791259765624,-0.05368157079984193,0.04133776568923153,38.15745737515459,25.50833839256691,11.50324314343213,-74.49166160743309,0.0,-0.017603668588970223,0.17184778264048806,66.08000183105469,-0.10214890758111028,0.12020541882958047,6412600.0,7774190.0,0.8248576379018264,22.0,11.0,10.0,12.0,6.0,67.78,OK,B,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,BULLISH,BEARISH,CORRECTION,168,39.7375,25.4175,65.16,OK,,82,F5_T3_v2
28,SYF,Synchrony Financial,Financial Services,Credit Services,24415827968.0,70.18,B,94.63,27.6,22.08,7.0,13.5,7,,7.148614,1.606405,2.464254,,,0.20786,0.02902,0.50219,0.35507,0.0866934224036191,3.0,Yearly,0.006,0.036,,,9694000128.0,0.6666666666666666,0.984375,0.671875,,,0.7142857142857143,0.53125,0.875,0.90625,PARTIAL,,,4.5,1.5,1.0,0.0,1.5,72.94000244140625,0.01942696478493433,76.75024658203125,74.4943374824524,-0.049644715298114206,-0.02086514349378943,40.120989840702165,29.48511296054465,14.729536276014683,-70.51488703945535,0.0,-0.06871400912311132,0.10108045423925649,87.67422693662976,-0.16805650885149293,0.1461723800580772,2467500.0,3018490.0,0.8174617109879443,10.0,11.0,12.0,12.0,6.0,56.67,OK,C+,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BEARISH,BULLISH,BEARISH,CORRECTION,246,43.862500000000004,21.25125,65.11,OK,,83,F5_T3_v2
311,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,31840987136.0,52.76,C,38.37,24.48,13.78,1.0,13.5,39,,13.03229,1.6887391,3.1752398,11.583,0.0397910879643401,0.04575,0.052059997,0.25058,0.083229996,-0.0093532040032059,3.0,Yearly,0.034,-0.848,0.44329,1266987520.0,2878799872.0,0.8909090909090909,0.6949152542372882,0.4833333333333333,0.6949152542372882,0.5,0.2,0.4666666666666667,0.6833333333333333,0.4333333333333333,OK,,44.329,0.0,0.0,1.0,6.0,1.5,227.60000610351562,0.00547802389918961,212.95739959716798,193.94830024719238,0.06875838329189654,0.17350864025842583,62.77892070933294,92.15204555040067,89.9967112530377,-7.847954449599325,2.6645352591003757e-15,0.05355741049667384,0.19124886952704934,229.19000244140625,-0.00693745940465762,0.08821426127395826,958000.0,936660.0,1.0227830803066214,30.0,16.0,15.0,10.0,6.0,85.56,OK,A,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NEAR_52W_HIGH,21,32.975,32.085,65.06,OK,,84,F5_T3_v2
315,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,108984590336.0,51.97,C,37.38,15.32,14.16,10.0,12.5,13,,11.11434,3.4591808,0.716217,12.76,0.0417065863897509,0.23452999,0.06036,0.08529,0.046609998,-0.0799841840778086,3.0,Yearly,0.531,3.449,0.62884,4545375232.0,8924999680.0,0.2631578947368421,0.6842105263157895,1.0,0.2105263157894736,0.4210526315789473,0.7894736842105263,0.5263157894736842,0.0526315789473684,0.0526315789473684,OK,,62.884,0.0,6.0,4.0,5.0,1.5,255.75,-0.00046896908382143554,235.27715393066407,179.45016654968262,0.0870158692729226,0.42518675193980937,55.19644416634054,20.939711127344,25.695573174623792,-79.060288872656,0.0,0.4978585528705759,0.4073911236318293,277.1199951171875,-0.07711459112919883,0.18509684152687922,3318400.0,3408910.0,0.9734489910264571,30.0,20.0,15.0,7.0,6.0,86.67,OK,A,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,BEARISH,BEARISH,NORMAL,20,32.48125,32.50125,64.98,OK,,85,F5_T3_v2
94,VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,27402047488.0,63.26,C+,81.51,10.19,29.51,9.5,14.06,23,,27.39763,-12.156406,16.044292,24.18,0.0303932581813355,,0.45124,0.68178004,0.49769002,0.0515043899798031,3.0,Yearly,0.06,0.077,,832837504.0,1101299968.0,,0.1666666666666666,0.1392405063291139,0.358974358974359,0.4430379746835443,,0.9873417721518988,0.9873417721518988,0.9620253164556962,PARTIAL,,,4.5,3.0,2.0,0.0,1.5,287.25,-0.015862699757975607,287.43156494140624,263.61366081237793,-0.0006316805930596248,0.08966280091396617,45.19122841892064,26.518067574374296,37.995249534169794,-73.4819324256257,0.0,0.12703715240582403,0.15175277630415618,311.5654035322969,-0.07804269426780674,0.13313291365788427,592600.0,744830.0,0.7956177919793779,22.0,16.0,12.0,7.0,4.0,67.78,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,NEUTRAL,BEARISH,BEARISH,NORMAL,168,39.5375,25.4175,64.96,OK,,86,F5_T3_v2
175,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,410975502336.0,57.92,C,65.41,20.11,13.32,10.0,14.5,9,,15.447548,2.1643593,1.9627837,8.788,0.0533705780595834,0.12231,0.05861,0.21866,0.09834,-0.0785287489536495,3.0,Yearly,0.535,3.219,0.18959,21934000128.0,45320998912.0,0.7894736842105263,0.3157894736842105,0.631578947368421,0.5789473684210527,0.5263157894736842,0.3157894736842105,0.4210526315789473,0.4736842105263157,0.4736842105263157,OK,,18.959,0.0,6.0,4.0,7.0,1.5,204.4499969482422,-0.005835142153450379,200.31437103271483,182.63706825256347,0.020645677562754372,0.1194331955959469,48.11829934089524,21.58822452320772,26.0195863013174,-78.41177547679229,0.0,0.20562530694379988,0.0016036021395215982,217.77999877929688,-0.06120856784724116,0.11113061814154879,7134300.0,10108180.0,0.7057947127969625,30.0,16.0,12.0,7.0,4.0,76.67,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,NEUTRAL,BEARISH,BEARISH,NORMAL,93,36.2,28.75125,64.95,OK,,87,F5_T3_v2
331,TGT,Target Corporation,Consumer Defensive,Discount Stores,71864369152.0,51.13,C,34.39,17.51,15.11,8.0,10.5,19,,16.5683,4.027548,0.66723335,9.967,0.0477705429896542,0.26408002,0.05689,0.06044,0.04078,-0.0134373288069244,3.0,Yearly,0.053,1.005,1.07583,3432999936.0,8723000320.0,0.4705882352941176,0.3333333333333333,0.75,0.6944444444444444,0.3888888888888889,0.7058823529411765,0.3888888888888889,0.2222222222222222,0.4444444444444444,OK,,107.583,0.0,6.0,2.0,3.0,1.5,157.4499969482422,0.008325348079229578,153.40184875488282,125.73268508911133,0.026389174747351474,0.25225987846081277,50.752736622498375,35.64893076918786,27.038526311186768,-64.35106923081214,0.0,0.13012679017773143,0.36886768279987225,170.75,-0.07789167233825955,0.1250248696748204,2956900.0,3270050.0,0.9042369382731151,30.0,18.0,15.0,10.0,6.0,87.78,OK,A,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,NEUTRAL,BULLISH,BEARISH,NORMAL,11,31.95625,32.917500000000004,64.87,OK,,88,F5_T3_v2
